,BC,CC,DC,EC,S+,S-,C
48,2.1412292156432895e-06,0.004431337519099465,0.001014617955921385,9.662697675934823e-08,0.20104255133472218,0.0017107571972850267,0.008437629006754096
49,7.447896022662938e-08,0.004426178802546381,0.00018447599198570636,4.2856526963419025e-08,0.20124107162572122,0.001411848037552154,0.006966828012633968
50,2.0783440269051858e-07,0.004428183542217544,0.0005073089779606925,8.925646861199563e-08,0.20116413114973664,0.001480711319691161,0.007306928227963906
51,3.723948011331469e-08,0.0044270377543807575,0.0003228329859749861,4.7869495463359824e-08,0.20120812995421072,0.0014328842707084814,0.007071047666185025
52,0.0,0.004425606353140982,9.223799599285318e-05,4.233057031899146e-08,0.20126317826922063,0.0014052369425215747,0.00693367509216186
53,4.3907273130660165e-06,0.004433921389372993,0.0014296889378892243,1.8630852234811002e-07,0.2009433208162981,0.001977441461998189,0.00974489470567936
54,1.461797370162337e-07,0.004427324145747971,0.0003689519839714127,5.076252391000959e-08,0.2011970519308453,0.0014427796862180977,0.007119921462156445
55,7.349823143456319e-08,0.0044299033364601035,0.0007840229659392521,1.996494062291383e-07,0.20109880496535953,0.0015903316414628641,0.007846161210641491
56,0.00043913034815047284,0.004675336565444196,0.003597281843721274,5.273275948279063e-06,0.20002383269744953,0.003942084734472867,0.019327173795046493
57,6.215858542550377e-07,0.004429329923304131,0.0006917849699463988,8.422897051591184e-08,0.20112006121642134,0.0015491681851328017,0.00764382530938326
58,0.03414090627919448,0.006735319028144094,0.000553427975957119,0.00011796240309970344,0.16833008456685455,0.03434629508216415,0.16946372903267146
59,2.9441388331352284e-07,0.0044304768981013876,0.0008762609619321053,1.0370151167271325e-07,0.20107686511154468,0.0016356663981912944,0.008068896313461192
60,3.053953117279515e-08,0.004427324145747971,0.0003689519839714127,1.4779646494149755e-07,0.20119715450053477,0.0014427796858130137,0.007119917856300885
61,2.4826320075543126e-08,0.004425892559333385,0.00013835699398927976,4.261984837970024e-08,0.20125213195898545,0.001407791097721013,0.006946568796076655
62,1.159914453368146e-06,0.004432485534000786,0.0011990939479070914,2.0960621440688555e-07,0.2010002588599379,0.0018224399006507607,0.008985384337095148
63,0.0,0.004426751400062882,0.0002767139879785595,8.247300669697177e-08,0.20121914508718733,0.0014244141459076912,0.007029160715980264
64,5.188869132756121e-06,0.004729291454976998,0.0003228329859749861,5.4261312123408094e-08,0.20119832358070625,0.0017304408014667295,0.008527331286597764
65,2.7899980529764153e-07,0.004428470081854027,0.000553427975957119,1.2103775450898078e-07,0.20115312677686034,0.0014959875308544876,0.0073821567686838665
66,3.8617866188377844e-08,0.004429329923304131,0.0006917849699463988,2.5463420427566603e-07,0.20112060873253682,0.0015491680795491746,0.007643804142467441
67,0.00036903011019680395,0.004674697858263125,0.003505043847728421,5.334805617387513e-06,0.20011241507686048,0.0038515803667350033,0.01888362874221164
68,5.958316818130351e-08,0.004427610574171711,0.0004150709819678393,4.431931056864757e-08,0.20118617376173845,0.0014540712727430483,0.007175629266020785
69,8.029701392072712e-08,0.00442789703965917,0.00046118997996426585,1.200231035925657e-07,0.20117519405294584,0.0014667268101301442,0.007238022635608569
70,0.0,0.004425606353140982,9.223799599285318e-05,4.233759403399574e-08,0.20126317826855472,0.0014052369425217863,0.006933675092185679
71,0.0,0.004425892559333385,0.00013835699398927976,4.261587054836947e-08,0.20125215594873871,0.0014077910975019872,0.006946567972707369
72,7.335301556627104e-07,0.004431911452206459,0.001106855951914238,1.464376138879585e-07,0.2010222728180795,0.0017650716332094523,0.008704052207919886
73,2.4349676224742117e-07,0.00442789703965917,0.00046118997996426585,5.052679492711994e-08,0.2011750428863957,0.001466726824103597,0.007238028103480399
74,0.0,0.004425320183961988,4.611899799642659e-05,4.206246660691934e-08,0.2012742105517323,0.0014041937710938899,0.006928186433011826
75,1.0316290967564709e-07,0.00442904327239012,0.0006456659719499722,1.897465014690633e-07,0.2011314550870872,0.0015302570052692392,0.007550794816989776
76,0.0,0.004425892559333385,0.00013835699398927976,4.493942010899113e-08,0.2012521557284357,0.001407791097574242,0.006946567980612744
77,1.0344300031476301e-07,0.004426751400062882,0.0002767139879785595,4.846324525640645e-08,0.20121904834015594,0.0014244141481006432,0.007029164082622155
78,0.0,0.004427610574171711,0.0004150709819678393,4.4271606693116084e-08,0.20118623135963115,0.0014540712715208318,0.0071756272204525256
79,8.446441902757653e-09,0.004428470081854027,0.000553427975957119,1.0084140958878549e-07,0.20115339025349388,0.001495987503364052,0.007382147036044505
80,6.459144317622765e-05,0.004540709703089977,0.0010607369539178116,1.165937788643687e-07,0.20096952294906162,0.0018283202779083038,0.00901548186516984
81,2.4826320075543126e-08,0.004425892559333385,0.00013835699398927976,4.7092466051285336e-08,0.20125213153492252,0.001407791097863523,0.006946568811310562
82,2.9783085920896887e-06,0.004434783349207629,0.0015680459318785042,1.7907920912711318e-07,0.20091252002925267,0.0020771847357293058,0.01023295609072507
83,3.723948011331469e-08,0.0044270377543807575,0.0003228329859749861,4.7869495463359824e-08,0.20120812995421072,0.0014328842707084814,0.007071047666185025
84,5.63733690230262e-07,0.004428756658575819,0.0005995469739535457,8.87865402692095e-08,0.20114193196943378,0.001512516365897676,0.007463524133429935
85,2.0367241033830967e-07,0.00442904327239012,0.0006456659719499722,1.243679820565017e-07,0.20113136411015725,0.0015302570086358392,0.0075507982231073556
86,0.0,0.004426751400062882,0.0002767139879785595,4.349002500506666e-08,0.20121914878388877,0.0014244141441840305,0.007029160579305538
87,1.872105187835441e-05,0.004654667526693338,0.0005995469739535457,5.0707865954898785e-06,0.20112025470909844,0.0017248522498263948,0.008503297297556549
88,1.8413405752029495e-06,0.004430763734622047,0.0009223799599285317,1.557634755580032e-07,0.20106451133558112,0.0016597933803064423,0.008187441474432955
89,1.3406212840793285e-07,0.004427324145747971,0.0003689519839714127,4.396876188608504e-08,0.20119706428745784,0.0014427796848182157,0.007119921021137423
90,0.0,0.004425606353140982,9.223799599285318e-05,4.232706213350784e-08,0.20126317826955323,0.001405236942521469,0.006933675092149963
91,1.1171844033994405e-07,0.004427324145747971,0.0003689519839714127,4.3947492669660576e-08,0.20119708588581067,0.0014427796829144203,0.0071199202529331675
92,2.769388542972329e-07,0.004431050608285668,0.0009684989579249585,5.235424110299915e-08,0.20105519152556675,0.0016848356314374605,0.008310325568481375
93,3.8067024115832795e-08,0.004427324145747971,0.0003689519839714127,4.4035946612407746e-08,0.2011971570653441,0.0014427796790939726,0.007119917733262779
94,8.65290845918677e-07,0.004431337519099465,0.001014617955921385,8.637561598962505e-08,0.20104378650378144,0.0017107560755561233,0.008437572119434546
95,2.4826320075543126e-08,0.004426751400062882,0.0002767139879785595,4.3414785583163976e-08,0.2012191247977124,0.0014244141443980859,0.0070291614123705205
96,3.1712544374618856e-07,0.004427610574171711,0.0004150709819678393,8.208297023028865e-08,0.20118592123852092,0.0014540713077453916,0.007175638379543472
97,1.6550880050362083e-08,0.004425892559333385,0.00013835699398927976,4.2602210980908246e-08,0.20125213995711638,0.001407791097598865,0.006946568521326408
98,2.7328703844081355e-06,0.0044390981802537545,0.002259830901824903,3.7303949820089725e-07,0.20075325059530522,0.0026289107881795996,0.012925965435202
99,3.3030827757651185e-07,0.004428756658575819,0.0005995469739535457,4.54207592484892e-08,0.2011421617624651,0.0015125162949853445,0.007463515323127958
100,2.1516144065470706e-07,0.004427610574171711,0.0004150709819678393,5.3800536640742736e-08,0.2011860224798201,0.0014540712877610835,0.007175634696600743
101,3.1933346782883123e-07,0.0044304768981013876,0.0008762609619321053,5.088620290576455e-08,0.20107684602303552,0.0016356664003707526,0.008068897083936936
102,0.0,0.004426751400062882,0.0002767139879785595,4.348314661251493e-08,0.20121914878454103,0.0014244141441838204,0.007029160579281884
103,3.811922758044591e-05,0.004655617458841642,0.0007379039679428254,5.019203452045484e-06,0.20106879004338263,0.001775276229172943,0.008751925860072026
104,1.2203986828973258e-06,0.0044342086720857935,0.0014758079358856509,2.8711369099590394e-07,0.20093564663152316,0.0020101774798423557,0.009904995525994565
105,1.6526062227103087e-07,0.00442904327239012,0.0006456659719499722,1.2816783047250765e-07,0.20113140088877068,0.0015302570043189893,0.007550796831664367
106,1.4726342559095977e-07,0.004427324145747971,0.0003689519839714127,8.064190585265432e-08,0.20119704804967334,0.001442779687688968,0.007119921605731563
107,0.1944675514820029,0.007791163097105206,0.04819435290626578,5.2138798239340514e-05,0.01902925349989593,0.20039620000466105,0.9132769093285673
108,1.409010093638076e-07,0.004428756658575819,0.0005995469739535457,8.156035002057157e-08,0.20114234145584803,0.0015125162669984,0.007463508568183143
109,2.3422880288639924e-06,0.004435645644239558,0.0017064029258677836,3.832233487286798e-07,0.20088103814179337,0.002181149469536355,0.01074128815016597
110,0.0,0.0044264650827871505,0.00023059498998213293,4.314974220753976e-08,0.2012301412087855,0.0014173948528480582,0.0069943848338573904
111,6.189635070262791e-07,0.00442904327239012,0.0006456659719499722,4.5766918032373926e-08,0.20113097003567335,0.0015302571158925212,0.0075508134308694165
112,0.0,0.004425892559333385,0.00013835699398927976,4.261658234090406e-08,0.2012521559486712,0.0014077910975020087,0.006946567972709789
113,2.116332145247403e-06,0.004436508274664342,0.0018447599198570634,3.0048546311099437e-07,0.20084927685150022,0.0022887593905571183,0.011267015438850923
114,0.0,0.004425320183961988,4.611899799642659e-05,4.206246660691934e-08,0.2012742105517323,0.0014041937710938899,0.006928186433011826
115,1.3491546598975024e-06,0.004431050608285668,0.0009684989579249585,4.7763755421697253e-08,0.2010541548785957,0.001684836148717389,0.008310370591172603
116,4.6774148350119597e-07,0.0044299033364601035,0.0007840229659392521,4.667041937031389e-08,0.20109843823793286,0.0015903316967023952,0.007846175677198388
117,8.482326025810568e-08,0.004426751400062882,0.0002767139879785595,7.85526285800138e-08,0.20121906348180382,0.0014244141482116924,0.007029163557942752
118,2.3045700797377055e-06,0.0044353581753060365,0.0016602839278713572,2.523184896102965e-07,0.20089176977118106,0.002146062737119404,0.010569767764988676
119,0.0006163381275153089,0.00474733467293092,0.0028593778757784486,4.13407587715104e-07,0.20001725307312695,0.0033576916664113748,0.01650985902275996
120,1.8104846866565787e-05,0.0046518200547153435,0.00018447599198570636,4.8431357683337306e-06,0.2012195462193399,0.0016366599068640241,0.008068079050269732
121,4.213311559495446e-07,0.004428470081854027,0.000553427975957119,1.4826987663377791e-07,0.20115298659304695,0.0014959875666211186,0.00738216205053386
122,0.0003018184920154189,0.00467055051149745,0.0029054968737748754,5.2550109370790145e-06,0.20031238000927523,0.0033147795867620768,0.01627867124080134
123,1.992231865571351e-07,0.004430190098716477,0.0008301419639356786,1.6702561839035335e-07,0.20108781382804014,0.0016124988520023343,0.007955088133226635
124,6.620352020144833e-08,0.004426178802546381,0.00018447599198570636,4.489180688534606e-08,0.20124107942963543,0.0014118480372031018,0.006966827742639603
125,3.3332564082473334e-06,0.0046518200547153435,0.00018447599198570636,4.873424674826079e-06,0.20123381797919385,0.0016365632496663145,0.00806703886369736
126,6.82723802077436e-08,0.0044270377543807575,0.0003228329859749861,7.850753572225497e-08,0.20120809705541318,0.0014328842732021518,0.007071048826389647
127,2.5782115486243684e-07,0.004429616611325057,0.0007379039679428254,8.225638327013454e-08,0.20110952050386793,0.0015692071741029798,0.007742337797759604
128,9.849434670537784e-07,0.004433059764540234,0.0012913319438999445,3.08688304753213e-07,0.2009788632826856,0.0018825812422928582,0.009280133278657862
129,1.8205968055398295e-08,0.0044270377543807575,0.0003228329859749861,1.1056723269605238e-07,0.20120814240422816,0.0014328842738065336,0.007071047246928755
130,1.0228449382572337e-06,0.004429616611325057,0.0007379039679428254,1.2176371520409005e-07,0.20110877699884142,0.0015692074888479753,0.007742367740701943
131,0.0,0.0044270377543807575,0.0003228329859749861,4.374359973338664e-08,0.20120816633741653,0.0014328842700926726,0.007071046393595705
132,8.028237260657064e-07,0.004429616611325057,0.0007379039679428254,1.2744916267541226e-07,0.201108989213734,0.001569207361309404,0.007742359009635213
133,7.303451701419574e-07,0.004430190098716477,0.0008301419639356786,1.340729066463236e-07,0.20108730331925034,0.0016124990020155126,0.007955108902670796
134,2.5592897595529914e-07,0.0044304768981013876,0.0008762609619321053,2.0104602974470484e-07,0.20107689309388174,0.0016356664007852238,0.008068895212327757
135,0.0,0.00442789703965917,0.00046118997996426585,4.661940460025329e-08,0.20117527863492243,0.0014667268037622967,0.0072380195832896935
136,0.01087454001938583,0.004985981104835505,0.006133826733524737,0.0007788749296947163,0.18925731929801895,0.012640534253764471,0.06260856186131958
137,8.552470231738294e-07,0.004429616611325057,0.0007379039679428254,4.631035327429671e-08,0.20110894622036346,0.0015692073845131242,0.007742360765592488
138,0.0,0.004425606353140982,9.223799599285318e-05,4.2350171869288834e-08,0.20126317826736226,0.0014052369425221654,0.006933675092228332
139,4.965264015108626e-09,0.004427610574171711,0.0004150709819678393,4.6575522304422383e-08,0.20118622634167072,0.0014540712716012809,0.007175627398535986
140,3.708185268426362e-08,0.004428183542217544,0.0005073089779606925,4.498040590135845e-08,0.2011643004176913,0.0014807113035625766,0.007306922045529316
141,1.0868210119694066e-06,0.004433059764540234,0.0012913319438999445,2.1357468273165662e-07,0.2009787737364548,0.0018825812851573974,0.00928013758439518
142,2.091421634798171e-06,0.004437371240677697,0.0019831169138463437,4.0116641295082825e-07,0.20081739374571816,0.0023995238843359874,0.01180769747085819
143,4.660254939894809e-07,0.004428470081854027,0.000553427975957119,4.51159416385017e-08,0.20115295316938964,0.001495987573209179,0.0073821633003715355
144,3.4144250597402817e-07,0.004429329923304131,0.0006917849699463988,4.610472368818513e-08,0.20112033570957397,0.001549168096454609,0.007643814522471474
145,0.0,0.004425606353140982,9.223799599285318e-05,4.232706213350784e-08,0.20126317826955323,0.001405236942521469,0.006933675092149963
146,5.7206683167972694e-05,0.004653717982114249,0.00046118997996426585,4.910185957358905e-06,0.20111586893971484,0.00168550759847395,0.008311125038919833
147,9.930528030217252e-09,0.004426751400062882,0.0002767139879785595,4.341808339032253e-08,0.20121913919338638,0.0014244141442164519,0.007029160912133174
148,9.728250716049107e-07,0.004430763734622047,0.0009223799599285317,1.3293740321809476e-07,0.20106535351332558,0.0016597926420407717,0.008187403849588173
149,1.482880038797917e-07,0.00442904327239012,0.0006456659719499722,4.5792111209923196e-08,0.20113142511401258,0.0015302569978979063,0.007550795897632454
150,3.854747768656316e-05,0.004730599063038096,0.0005073089779606925,8.831909151796692e-08,0.20112223887595784,0.0017710106868624586,0.008728780729169178
151,1.3792400041968403e-08,0.0044270377543807575,0.0003228329859749861,4.380806577062882e-08,0.20120815300095804,0.0014328842701610224,0.007071046859298923
152,7.447896022662938e-08,0.0044264650827871505,0.00023059498998213293,7.423092638238026e-08,0.20123006628555867,0.001417394856091842,0.006994387435730484
153,0.0,0.004425606353140982,9.223799599285318e-05,4.412119160895862e-08,0.2012631780994555,0.0014052369425766552,0.006933675098239743
154,0.0,0.004425606353140982,9.223799599285318e-05,4.233218849095834e-08,0.2012631782690672,0.0014052369425216235,0.006933675092167348
155,1.6550880050362083e-08,0.004425892559333385,0.00013835699398927976,4.2616481429441304e-08,0.20125213995576338,0.0014077910975992972,0.006946568521374902
156,6.688713431444384e-05,0.004654350968782109,0.000553427975957119,4.915980824973574e-06,0.20108462787108128,0.0017115147976883992,0.008439582603323203
157,1.6550880050362083e-08,0.004425892559333385,0.00013835699398927976,4.2606051538255554e-08,0.20125213995675226,0.0014077910975989814,0.00694656852133946
158,1.9396239200805227e-06,0.004432198474514095,0.0011529749499106649,2.3561112283435125e-07,0.20101029480905028,0.0017933929511742507,0.00884299970567885
159,4.6594847149574003e-07,0.00442904327239012,0.0006456659719499722,8.699359149954696e-08,0.20113111406971407,0.0015302570634390567,0.007550807807540407
160,0.0,0.004425606353140982,9.223799599285318e-05,4.27484911827763e-08,0.2012631782295984,0.001405236942534226,0.006933675093579403
161,9.729977806496538e-07,0.004432198474514095,0.0011529749499106649,3.921299239093193e-07,0.20101121510539635,0.0017933921936259482,0.008842955875167605
162,2.364411435766012e-08,0.004427324145747971,0.0003689519839714127,4.408765023116927e-08,0.20119717100093282,0.0014427796787871005,0.007119917242121067
163,1.0235177890728657e-05,0.004535593919078278,0.0002767139879785595,4.7070804614709355e-08,0.2012074661886541,0.0015319564732541404,0.007556283100444937
164,7.0932343072980355e-09,0.004425892559333385,0.00013835699398927976,7.523963705320395e-08,0.20125214600147187,0.0014077910988854324,0.006946568320448524
165,1.3680538204120603e-07,0.004428183542217544,0.0005073089779606925,1.1872111246383138e-07,0.2011641970193421,0.0014807113134943277,0.007306925822494965
166,1.7673975482350935e-07,0.004537398173106951,0.00018447599198570636,4.343412757611496e-08,0.20123914375964952,0.001522571095186224,0.007509164618558718
167,1.8205968055398295e-08,0.0044270377543807575,0.0003228329859749861,4.3725126941688015e-08,0.2012081487431131,0.0014328842702077695,0.007071047008103127
168,1.2688158115226463e-07,0.004428183542217544,0.0005073089779606925,1.4906882059204435e-07,0.20116420373417254,0.0014807113153549312,0.00730692558948759
169,0.0001627721115895714,0.0046625954929126676,0.0017525219238642106,5.149814258564421e-06,0.20071094119090924,0.0023733421508460137,0.011686488544522646
170,4.887466318998504e-06,0.004438234542475495,0.002121473907835623,3.688442133609425e-07,0.20078288139485975,0.0025130295410879227,0.012361436732879991
171,0.006269838024731786,0.006279252834661174,0.001014617955921385,1.2338824067399765e-06,0.19496318898279452,0.007131917581311569,0.03528990732415023
172,3.390151324294565e-06,0.004436795892704839,0.0018908789178534902,2.2612708199780314e-07,0.2008374079379364,0.002325353904361229,0.011445768325232033
173,0.0014694816053790435,0.004898895965996574,0.000553427975957119,1.0404658745944123e-07,0.1997257456484112,0.00243777707979687,0.01205844183410999
174,1.6550880050362083e-08,0.004426178802546381,0.00018447599198570636,4.287971512716445e-08,0.20124112760179586,0.0014118480356853822,0.006966826079134349
175,1.3394390783614456e-06,0.0044299033364601035,0.0007840229659392521,4.975164451758288e-08,0.20109759499290228,0.0015903321920744627,0.00784621074457531
176,1.2977936038953552e-07,0.00442904327239012,0.0006456659719499722,9.987975064794295e-08,0.20113143787812637,0.001530256998790696,0.007550795426437493
177,1.2590490895454017e-07,0.004428183542217544,0.0005073089779606925,4.485969277049177e-08,0.2011642145630177,0.0014807113084474375,0.007306925165185889
178,5.54954186357315e-07,0.004428756658575819,0.0005995469739535457,1.2083056853753828e-07,0.20114193741773773,0.00151251636487139,0.007463523927748916
179,2.4826320075543126e-08,0.004425892559333385,0.00013835699398927976,4.258840238170546e-08,0.20125213196196695,0.0014077910977200615,0.0069465687959697955
180,3.6876847465458e-07,0.004430763734622047,0.0009223799599285317,5.2827608159734316e-08,0.20106594534789052,0.0016597923934313769,0.008187378731107505
181,7.447896022662938e-08,0.00442789703965917,0.00046118997996426585,4.472831405778722e-08,0.2011752068186616,0.0014667268055943929,0.007238022157418002
182,1.6550880050362083e-08,0.004425892559333385,0.00013835699398927976,4.259183022764907e-08,0.20125213995810062,0.001407791097598551,0.006946568521291132
183,0.0,0.004425606353140982,9.223799599285318e-05,4.289096244328677e-08,0.201263178216091,0.0014052369425385674,0.00693367509406279
184,5.14987274062541e-07,0.004430190098716477,0.0008301419639356786,8.401716503235731e-08,0.20108751633664645,0.0016124989154700819,0.00795510011908223
185,1.1446382174897606e-06,0.004432485534000786,0.0011990939479070914,3.0174808325171145e-07,0.2010002648924823,0.001822439903918975,0.008985384085812226
186,3.2657967033036593e-06,0.004437658970624571,0.00202923591184277,3.378305202799188e-07,0.20080564997958844,0.0024370736465975547,0.011990951523951923
187,1.652231007884658e-07,0.004429616611325057,0.0007379039679428254,4.9850071090794334e-08,0.2011096131183217,0.0015692071602570843,0.007742334192098781
188,4.207046513093523e-06,0.004438810263651066,0.002213711903828476,3.999936347899666e-07,0.20076238246463238,0.0025900394521383772,0.012736703245159497
189,5.188869132756121e-06,0.004729291454976998,0.0003228329859749861,5.4261312123408094e-08,0.20119832358070625,0.0017304408014667295,0.008527331286597764
190,7.447896022662938e-08,0.004426178802546381,0.00018447599198570636,4.3169791199895764e-08,0.201241071596018,0.0014118480375616977,0.006966828013701874
191,0.0,0.004425892559333385,0.00013835699398927976,4.3965509226287185e-08,0.20125215582077524,0.0014077910975434896,0.006946567977296935
192,1.4895792045325877e-07,0.0044264650827871505,0.00023059498998213293,4.315155001360192e-08,0.20122999725661386,0.0014173948606753118,0.006994389840728597
193,7.447896022662938e-08,0.0044264650827871505,0.00023059498998213293,4.31464418148193e-08,0.20123006923309744,0.0014173948548047573,0.006994387327689111
194,1.7585041370392013e-07,0.0044304768981013876,0.0008762609619321053,5.152485639237089e-08,0.201076984729044,0.001635666378671618,0.008068891456618918
195,0.0,0.004427610574171711,0.0004150709819678393,4.4271606693116084e-08,0.20118623135963115,0.0014540712715208318,0.0071756272204525256
196,3.963049117773307e-07,0.004428756658575819,0.0005995469739535457,1.1203166157231067e-07,0.20114209163690946,0.0015125163143048293,0.007463518000384884
197,2.1825363887390644e-07,0.004429616611325057,0.0007379039679428254,8.314789547187787e-08,0.20110955867996508,0.001569207168147859,0.0077423363102764285
